index,innumcluster,overlaps,stretches,position,friction,middleCharge,otherCharge,otherparam,AnzahlLinks
684,-1,5.29150262213,2.0,0.0,0.225,-22,-10,18,644
687,-1,11.5758369028,30.2324329157,0.0,0.225,-22,-10,21,644
692,-1,5.38516480713,9.48683298051,0.0,0.225,-22,-6,18,644
695,-1,11.9163752878,29.9666481275,0.0,0.225,-22,-6,21,644
699,-1,2.44948974278,2.82842712475,0.0,0.225,-22,-2,17,644
700,-1,5.38516480713,8.24621125124,0.0,0.225,-22,-2,18,644
703,-1,11.9163752878,30.0998338866,0.0,0.225,-22,-2,21,644
707,-1,1.73205080757,5.09901951359,0.0,0.225,-18,-30,17,644
708,-1,4.0,31.2729915422,0.0,0.225,-18,-30,18,644
710,-1,9.64365076099,31.2729915422,0.0,0.225,-18,-30,20,644
711,-1,11.0905365064,22.6715680975,0.0,0.225,-18,-30,21,644
715,-1,2.2360679775,5.09901951359,0.0,0.225,-18,-26,17,644
716,-1,5.0,2.44948974278,0.0,0.225,-18,-26,18,644
719,-1,11.0453610172,18.7616630393,0.0,0.225,-18,-26,21,644
724,-1,5.83095189485,2.44948974278,0.0,0.225,-18,-22,18,644
727,-1,11.5325625947,26.83281573,0.0,0.225,-18,-22,21,644
732,-1,5.47722557505,2.0,0.0,0.225,-18,-18,18,644
733,-1,7.74596669241,1.41421356237,0.0,0.225,-18,-18,19,644
735,-1,11.6189500386,28.9827534924,0.0,0.225,-18,-18,21,644
743,-1,11.6189500386,29.3598365118,0.0,0.225,-18,-14,21,644
747,-1,2.2360679775,6.63324958071,0.0,0.225,-18,-10,17,644
748,-1,5.29150262213,9.05538513814,0.0,0.225,-18,-10,18,644
751,-1,11.9163752878,30.3973683071,0.0,0.225,-18,-10,21,644
756,-1,5.38516480713,9.48683298051,0.0,0.225,-18,-6,18,644
759,-1,11.9163752878,30.166206258,0.0,0.225,-18,-6,21,644
763,-1,2.44948974278,2.82842712475,0.0,0.225,-18,-2,17,644
764,-1,5.38516480713,8.48528137424,0.0,0.225,-18,-2,18,644
767,-1,12.0830459736,30.7896086367,0.0,0.225,-18,-2,21,644
771,-1,1.73205080757,5.09901951359,0.0,0.225,-14,-30,17,644
772,-1,4.0,30.7571129985,0.0,0.225,-14,-30,18,644
774,-1,9.8488578018,32.6190128606,0.0,0.225,-14,-30,20,644
775,-1,11.0905365064,23.4946802489,0.0,0.225,-14,-30,21,644
779,-1,2.2360679775,5.09901951359,0.0,0.225,-14,-26,17,644
780,-1,5.0,2.44948974278,0.0,0.225,-14,-26,18,644
782,-1,9.53939201417,32.403703492,0.0,0.225,-14,-26,20,644
783,-1,11.5325625947,23.7065391823,0.0,0.225,-14,-26,21,644
788,-1,5.83095189485,2.44948974278,0.0,0.225,-14,-22,18,644
789,-1,7.81024967591,1.41421356237,0.0,0.225,-14,-22,19,644
791,-1,11.6189500386,28.8790581564,0.0,0.225,-14,-22,21,644
799,-1,11.6189500386,27.5317997959,0.0,0.225,-14,-18,21,644
804,-1,5.47722557505,2.44948974278,0.0,0.225,-14,-14,18,644
805,-1,7.81024967591,1.41421356237,0.0,0.225,-14,-14,19,644
807,-1,11.5758369028,27.0554985169,0.0,0.225,-14,-14,21,644
812,-1,5.38516480713,3.74165738677,0.0,0.225,-14,-10,18,644
813,-1,8.30662386292,1.41421356237,0.0,0.225,-14,-10,19,644
815,-1,11.6189500386,29.4278779391,0.0,0.225,-14,-10,21,644
819,-1,2.0,2.82842712475,0.0,0.225,-14,-6,17,644
820,-1,5.38516480713,8.0,0.0,0.225,-14,-6,18,644
823,-1,11.9163752878,30.4630924235,0.0,0.225,-14,-6,21,644
827,-1,2.44948974278,2.82842712475,0.0,0.225,-14,-2,17,644
828,-1,5.38516480713,9.48683298051,0.0,0.225,-14,-2,18,644
831,-1,11.8321595662,29.6310647801,0.0,0.225,-14,-2,21,644
835,-1,1.73205080757,5.09901951359,0.0,0.225,-10,-30,17,644
836,-1,4.0,32.0312347561,0.0,0.225,-10,-30,18,644
838,-1,9.64365076099,31.0483493925,0.0,0.225,-10,-30,20,644
839,-1,11.0905365064,22.1359436212,0.0,0.225,-10,-30,21,644
843,-1,2.2360679775,5.09901951359,0.0,0.225,-10,-26,17,644
844,-1,5.47722557505,9.69535971483,0.0,0.225,-10,-26,18,644
846,-1,9.53939201417,31.5277655409,0.0,0.225,-10,-26,20,644
847,-1,11.5325625947,25.2586618806,0.0,0.225,-10,-26,21,644
852,-1,5.83095189485,2.44948974278,0.0,0.225,-10,-22,18,644
854,-1,9.43398113206,32.0624390838,0.0,0.225,-10,-22,20,644
855,-1,11.5325625947,25.9229627936,0.0,0.225,-10,-22,21,644
863,-1,11.6189500386,28.2488937837,0.0,0.225,-10,-18,21,644
868,-1,5.47722557505,2.82842712475,0.0,0.225,-10,-14,18,644
871,-1,11.6189500386,28.0356915378,0.0,0.225,-10,-14,21,644
875,-1,2.2360679775,2.82842712475,0.0,0.225,-10,-10,17,644
876,-1,5.38516480713,9.05538513814,0.0,0.225,-10,-10,18,644
879,-1,11.6189500386,28.5657137142,0.0,0.225,-10,-10,21,644
883,-1,2.0,2.82842712475,0.0,0.225,-10,-6,17,644
884,-1,5.38516480713,8.60232526704,0.0,0.225,-10,-6,18,644
887,-1,11.9163752878,29.1204395571,0.0,0.225,-10,-6,21,644
891,-1,2.44948974278,2.0,0.0,0.225,-10,-2,17,644
892,-1,5.38516480713,8.48528137424,0.0,0.225,-10,-2,18,644
895,-1,11.874342087,29.3598365118,0.0,0.225,-10,-2,21,644
899,-1,1.73205080757,4.69041575982,0.0,0.225,-6,-30,17,644
900,-1,4.58257569496,2.44948974278,0.0,0.225,-6,-30,18,644
902,-1,9.74679434481,31.6227766017,0.0,0.225,-6,-30,20,644
903,-1,11.4455231423,21.3541565041,0.0,0.225,-6,-30,21,644
908,-1,4.89897948557,33.2565782966,0.0,0.225,-6,-26,18,644
910,-1,9.53939201417,32.2800247831,0.0,0.225,-6,-26,20,644
911,-1,11.4455231423,21.4476105895,0.0,0.225,-6,-26,21,644
916,-1,5.83095189485,2.44948974278,0.0,0.225,-6,-22,18,644
917,-1,7.81024967591,1.41421356237,0.0,0.225,-6,-22,19,644
918,-1,9.43398113206,31.9374388453,0.0,0.225,-6,-22,20,644
919,-1,11.5325625947,25.6124969497,0.0,0.225,-6,-22,21,644
927,-1,11.6189500386,26.6458251889,0.0,0.225,-6,-18,21,644
932,-1,5.47722557505,7.21110255093,0.0,0.225,-6,-14,18,644
935,-1,11.4891252931,20.6881608656,0.0,0.225,-6,-14,21,644
940,-1,5.38516480713,9.48683298051,0.0,0.225,-6,-10,18,644
943,-1,11.9582607431,28.3901391332,0.0,0.225,-6,-10,21,644
947,-1,2.0,2.82842712475,0.0,0.225,-6,-6,17,644
948,-1,5.38516480713,8.83176086633,0.0,0.225,-6,-6,18,644
951,-1,11.8321595662,28.0,0.0,0.225,-6,-6,21,644
955,-1,2.44948974278,2.0,0.0,0.225,-6,-2,17,644
956,-1,5.47722557505,11.6619037897,0.0,0.225,-6,-2,18,644
959,-1,12.0830459736,29.0516780927,0.0,0.225,-6,-2,21,644
963,-1,1.73205080757,3.74165738677,0.0,0.225,-2,-30,17,644
964,-1,5.65685424949,3.16227766017,0.0,0.225,-2,-30,18,644
966,-1,9.64365076099,30.5941170816,0.0,0.225,-2,-30,20,644
967,-1,11.4455231423,18.7616630393,0.0,0.225,-2,-30,21,644
971,-1,1.73205080757,6.63324958071,0.0,0.225,-2,-26,17,644
972,-1,5.47722557505,5.65685424949,0.0,0.225,-2,-26,18,644
974,-1,9.53939201417,31.2409987036,0.0,0.225,-2,-26,20,644
975,-1,11.5325625947,23.3238075794,0.0,0.225,-2,-26,21,644
980,-1,5.47722557505,2.44948974278,0.0,0.225,-2,-22,18,644
982,-1,9.53939201417,29.7993288515,0.0,0.225,-2,-22,20,644
983,-1,11.5325625947,23.4093998214,0.0,0.225,-2,-22,21,644
990,-1,9.32737905309,30.2985148151,0.0,0.225,-2,-18,20,644
991,-1,11.6189500386,25.0199920064,0.0,0.225,-2,-18,21,644
995,-1,2.2360679775,2.82842712475,0.0,0.225,-2,-14,17,644
996,-1,5.74456264654,11.6619037897,0.0,0.225,-2,-14,18,644
997,-1,7.68114574787,2.44948974278,0.0,0.225,-2,-14,19,644
998,-1,9.32737905309,17.1464281995,0.0,0.225,-2,-14,20,644
999,-1,11.5758369028,21.3541565041,0.0,0.225,-2,-14,21,644
1003,-1,2.2360679775,2.0,0.0,0.225,-2,-10,17,644
1004,-1,5.47722557505,12.0,0.0,0.225,-2,-10,18,644
1006,-1,9.43398113206,31.7804971641,0.0,0.225,-2,-10,20,644
1007,-1,11.4891252931,22.1810730128,0.0,0.225,-2,-10,21,644
1012,-1,5.38516480713,9.69535971483,0.0,0.225,-2,-6,18,644
1013,-1,8.30662386292,2.44948974278,0.0,0.225,-2,-6,19,644
1014,-1,9.32737905309,14.2126704036,0.0,0.225,-2,-6,20,644
1015,-1,11.1803398875,28.2842712475,0.0,0.225,-2,-6,21,644
1020,-1,5.38516480713,9.69535971483,0.0,0.225,-2,-2,18,644
1022,-1,9.38083151965,29.1204395571,0.0,0.225,-2,-2,20,644
1023,-1,11.9163752878,23.2808934536,0.0,0.225,-2,-2,21,644
1027,-1,1.0,6.92820323028,0.0,0.35,-30,-30,17,644
1028,-1,6.48074069841,10.5830052443,0.0,0.35,-30,-30,18,644
1029,-1,8.0622577483,4.472135955,0.0,0.35,-30,-30,19,644
1030,-1,9.38083151965,34.5543050863,0.0,0.35,-30,-30,20,644
1031,-1,11.4891252931,31.4642654451,0.0,0.35,-30,-30,21,644
1037,-1,8.0,2.82842712475,0.0,0.35,-30,-26,19,644
1039,-1,12.1655250606,31.4642654451,0.0,0.35,-30,-26,21,644
1045,-1,8.0,2.44948974278,0.0,0.35,-30,-22,19,644
1047,-1,12.2474487139,30.4630924235,0.0,0.35,-30,-22,21,644
1053,-1,7.61577310586,4.0,0.0,0.35,-30,-18,19,644
1055,-1,12.0830459736,28.9827534924,0.0,0.35,-30,-18,21,644
1061,-1,7.14142842854,4.69041575982,0.0,0.35,-30,-14,19,644
1063,-1,13.1148770486,28.2842712475,0.0,0.35,-30,-14,21,644
1068,-1,6.2449979984,13.0384048104,0.0,0.35,-30,-10,18,644
1069,-1,8.12403840464,35.7491258634,0.0,0.35,-30,-10,19,644
1071,-1,13.1148770486,24.6170672502,0.0,0.35,-30,-10,21,644
1077,-1,7.54983443527,35.4118624193,0.0,0.35,-30,-6,19,644
1079,-1,12.9614813968,20.0,0.0,0.35,-30,-6,21,644
1085,-1,8.60232526704,35.3270434653,0.0,0.35,-30,-2,19,644
1086,-1,10.1980390272,34.8425027804,0.0,0.35,-30,-2,20,644
1087,-1,13.1148770486,20.7846096908,0.0,0.35,-30,-2,21,644
1091,-1,1.0,8.60232526704,0.0,0.35,-26,-30,17,644
1092,-1,5.83095189485,1.41421356237,0.0,0.35,-26,-30,18,644
1093,-1,8.0,4.89897948557,0.0,0.35,-26,-30,19,644
1094,-1,9.38083151965,34.1760149813,0.0,0.35,-26,-30,20,644
1095,-1,11.8321595662,30.7571129985,0.0,0.35,-26,-30,21,644
1101,-1,8.30662386292,3.16227766017,0.0,0.35,-26,-26,19,644
1103,-1,12.1655250606,30.8544972411,0.0,0.35,-26,-26,21,644
1108,-1,6.32455532034,2.44948974278,0.0,0.35,-26,-22,18,644
1109,-1,8.0,3.74165738677,0.0,0.35,-26,-22,19,644
1111,-1,12.2882057274,30.0665927567,0.0,0.35,-26,-22,21,644
1117,-1,7.93725393319,3.74165738677,0.0,0.35,-26,-18,19,644
1119,-1,12.8062484749,26.0768096208,0.0,0.35,-26,-18,21,644
1123,-1,2.2360679775,6.48074069841,0.0,0.35,-26,-14,17,644
1125,-1,7.14142842854,3.46410161514,0.0,0.35,-26,-14,19,644
1127,-1,13.1148770486,22.4053565024,0.0,0.35,-26,-14,21,644
1133,-1,7.54983443527,35.6089876295,0.0,0.35,-26,-10,19,644
1135,-1,12.9614813968,18.7616630393,0.0,0.35,-26,-10,21,644
1141,-1,7.87400787401,32.8329103188,0.0,0.35,-26,-6,19,644
1142,-1,10.0498756211,30.886890423,0.0,0.35,-26,-6,20,644
1143,-1,12.6491106407,18.0554700853,0.0,0.35,-26,-6,21,644
1149,-1,8.60232526704,35.2420203734,0.0,0.35,-26,-2,19,644
1151,-1,13.0,18.9208879284,0.0,0.35,-26,-2,21,644
1155,-1,1.0,8.60232526704,0.0,0.35,-22,-30,17,644
1157,-1,8.0622577483,4.472135955,0.0,0.35,-22,-30,19,644
1159,-1,12.124355653,24.4948974278,0.0,0.35,-22,-30,21,644
1165,-1,8.24621125124,2.82842712475,0.0,0.35,-22,-26,19,644
1167,-1,12.124355653,29.8328677804,0.0,0.35,-22,-26,21,644
1173,-1,7.93725393319,3.46410161514,0.0,0.35,-22,-22,19,644
1175,-1,12.0,34.0,0.0,0.35,-22,-22,21,644
1183,-1,13.1148770486,20.1990098767,0.0,0.35,-22,-18,21,644
1188,-1,6.2449979984,4.0,0.0,0.35,-22,-14,18,644
1189,-1,7.68114574787,35.6089876295,0.0,0.35,-22,-14,19,644
1191,-1,13.1148770486,20.832666656,0.0,0.35,-22,-14,21,644
1197,-1,8.0622577483,35.4964786986,0.0,0.35,-22,-10,19,644
1199,-1,13.0384048104,19.3390796058,0.0,0.35,-22,-10,21,644
1205,-1,8.83176086633,35.1283361405,0.0,0.35,-22,-6,19,644
1207,-1,12.5299640861,16.3095064303,0.0,0.35,-22,-6,21,644
1213,-1,9.05538513814,34.8711915483,0.0,0.35,-22,-2,19,644
1215,-1,12.5299640861,15.4919333848,0.0,0.35,-22,-2,21,644
1219,-1,1.0,8.36660026534,0.0,0.35,-18,-30,17,644
1220,-1,5.83095189485,1.41421356237,0.0,0.35,-18,-30,18,644
1221,-1,8.24621125124,3.16227766017,0.0,0.35,-18,-30,19,644
1223,-1,11.874342087,20.6397674406,0.0,0.35,-18,-30,21,644
1229,-1,8.0,3.74165738677,0.0,0.35,-18,-26,19,644
1231,-1,12.0415945788,29.8998327755,0.0,0.35,-18,-26,21,644
1235,-1,1.73205080757,6.16441400297,0.0,0.35,-18,-22,17,644
1236,-1,6.40312423743,16.3707055437,0.0,0.35,-18,-22,18,644
1237,-1,8.0,3.74165738677,0.0,0.35,-18,-22,19,644
1239,-1,12.124355653,34.9284983931,0.0,0.35,-18,-22,21,644
1247,-1,12.8062484749,17.4355957742,0.0,0.35,-18,-18,21,644
1251,-1,2.2360679775,5.47722557505,0.0,0.35,-18,-14,17,644
1253,-1,8.12403840464,35.721142199,0.0,0.35,-18,-14,19,644
1255,-1,11.5325625947,13.7840487521,0.0,0.35,-18,-14,21,644
1260,-1,6.2449979984,8.83176086633,0.0,0.35,-18,-10,18,644
1261,-1,8.0622577483,34.205262753,0.0,0.35,-18,-10,19,644
1263,-1,11.8321595662,14.0,0.0,0.35,-18,-10,21,644
1267,-1,1.73205080757,29.2232783924,0.0,0.35,-18,-6,17,644
1269,-1,8.0622577483,33.3766385366,0.0,0.35,-18,-6,19,644
1271,-1,12.5299640861,15.8113883008,0.0,0.35,-18,-6,21,644
1276,-1,6.2449979984,10.9544511501,0.0,0.35,-18,-2,18,644
1277,-1,9.05538513814,34.292856399,0.0,0.35,-18,-2,19,644
1279,-1,11.3578166916,12.409673646,0.0,0.35,-18,-2,21,644
1284,-1,6.48074069841,10.9544511501,0.0,0.35,-14,-30,18,644
1285,-1,8.24621125124,4.69041575982,0.0,0.35,-14,-30,19,644
1287,-1,12.124355653,21.3541565041,0.0,0.35,-14,-30,21,644
1293,-1,8.0,3.74165738677,0.0,0.35,-14,-26,19,644
1295,-1,11.9582607431,25.4165300543,0.0,0.35,-14,-26,21,644
1299,-1,1.73205080757,6.92820323028,0.0,0.35,-14,-22,17,644
1301,-1,8.24621125124,2.82842712475,0.0,0.35,-14,-22,19,644
1303,-1,11.9163752878,34.2344855372,0.0,0.35,-14,-22,21,644
1311,-1,13.1148770486,18.7616630393,0.0,0.35,-14,-18,21,644
1317,-1,8.12403840464,35.721142199,0.0,0.35,-14,-14,19,644
1319,-1,12.8452325787,16.3095064303,0.0,0.35,-14,-14,21,644
1325,-1,8.0622577483,35.0428309359,0.0,0.35,-14,-10,19,644
1327,-1,12.9228479833,14.5602197786,0.0,0.35,-14,-10,21,644
1332,-1,6.2449979984,2.82842712475,0.0,0.35,-14,-6,18,644
1333,-1,8.94427191,34.8998567332,0.0,0.35,-14,-6,19,644
1335,-1,12.5299640861,13.7113092008,0.0,0.35,-14,-6,21,644
1339,-1,2.44948974278,5.47722557505,0.0,0.35,-14,-2,17,644
1340,-1,6.2449979984,4.0,0.0,0.35,-14,-2,18,644
1341,-1,9.2736184955,35.1283361405,0.0,0.35,-14,-2,19,644
1343,-1,13.4536240471,13.0384048104,0.0,0.35,-14,-2,21,644
1348,-1,6.32455532034,11.313708499,0.0,0.35,-10,-30,18,644
1349,-1,8.0622577483,5.83095189485,0.0,0.35,-10,-30,19,644
1350,-1,9.74679434481,30.7896086367,0.0,0.35,-10,-30,20,644
1351,-1,12.1655250606,18.3847763109,0.0,0.35,-10,-30,21,644
1357,-1,8.24621125124,2.44948974278,0.0,0.35,-10,-26,19,644
1359,-1,12.0,24.4540385213,0.0,0.35,-10,-26,21,644
1363,-1,1.73205080757,6.32455532034,0.0,0.35,-10,-22,17,644
1367,-1,12.1655250606,33.8821486922,0.0,0.35,-10,-22,21,644
1375,-1,13.0384048104,18.547236991,0.0,0.35,-10,-18,21,644
1380,-1,6.2449979984,1.41421356237,0.0,0.35,-10,-14,18,644
1381,-1,8.0622577483,35.6651090003,0.0,0.35,-10,-14,19,644
1383,-1,12.9228479833,15.4272486205,0.0,0.35,-10,-14,21,644
1388,-1,6.2449979984,1.41421356237,0.0,0.35,-10,-10,18,644
1389,-1,8.12403840464,35.1567916625,0.0,0.35,-10,-10,19,644
1391,-1,12.9228479833,13.8564064606,0.0,0.35,-10,-10,21,644
1397,-1,8.94427191,34.6698716467,0.0,0.35,-10,-6,19,644
1399,-1,12.5299640861,13.2664991614,0.0,0.35,-10,-6,21,644
1403,-1,2.44948974278,5.29150262213,0.0,0.35,-10,-2,17,644
1405,-1,9.48683298051,35.3836120259,0.0,0.35,-10,-2,19,644
1407,-1,13.1909059583,13.5646599663,0.0,0.35,-10,-2,21,644
1412,-1,6.48074069841,2.0,0.0,0.35,-6,-30,18,644
1413,-1,8.0,3.74165738677,0.0,0.35,-6,-30,19,644
1414,-1,9.8488578018,19.9499373433,0.0,0.35,-6,-30,20,644
1415,-1,12.1655250606,17.2046505341,0.0,0.35,-6,-30,21,644
1421,-1,8.24621125124,1.41421356237,0.0,0.35,-6,-26,19,644
1422,-1,10.0995049384,33.1360830516,0.0,0.35,-6,-26,20,644
1423,-1,11.874342087,35.6089876295,0.0,0.35,-6,-26,21,644
1427,-1,1.73205080757,7.21110255093,0.0,0.35,-6,-22,17,644
1429,-1,8.30662386292,3.16227766017,0.0,0.35,-6,-22,19,644
1431,-1,12.2065556157,25.3771550809,0.0,0.35,-6,-22,21,644
1436,-1,6.32455532034,1.41421356237,0.0,0.35,-6,-18,18,644
1439,-1,12.9228479833,15.4919333848,0.0,0.35,-6,-18,21,644
1445,-1,8.12403840464,35.4682957019,0.0,0.35,-6,-14,19,644
1447,-1,12.8452325787,12.6491106407,0.0,0.35,-6,-14,21,644
1452,-1,6.2449979984,2.0,0.0,0.35,-6,-10,18,644
1453,-1,8.0622577483,34.0,0.0,0.35,-6,-10,19,644
1455,-1,12.56980509,10.3923048454,0.0,0.35,-6,-10,21,644
1459,-1,2.0,5.47722557505,0.0,0.35,-6,-6,17,644
1460,-1,6.2449979984,2.0,0.0,0.35,-6,-6,18,644
1461,-1,8.94427191,33.7045990927,0.0,0.35,-6,-6,19,644
1463,-1,11.2694276696,9.48683298051,0.0,0.35,-6,-6,21,644
1467,-1,2.44948974278,5.29150262213,0.0,0.35,-6,-2,17,644
1469,-1,9.48683298051,35.2703841771,0.0,0.35,-6,-2,19,644
1471,-1,11.4455231423,9.16515138991,0.0,0.35,-6,-2,21,644
1476,-1,6.32455532034,11.313708499,0.0,0.35,-2,-30,18,644
1477,-1,8.48528137424,1.41421356237,0.0,0.35,-2,-30,19,644
1478,-1,9.8488578018,26.6458251889,0.0,0.35,-2,-30,20,644
1483,-1,1.0,6.48074069841,0.0,0.35,-2,-26,17,644
1484,-1,6.32455532034,6.63324958071,0.0,0.35,-2,-26,18,644
1486,-1,10.0995049384,32.9848450049,0.0,0.35,-2,-26,20,644
1487,-1,11.874342087,33.406586177,0.0,0.35,-2,-26,21,644
1491,-1,1.73205080757,5.09901951359,0.0,0.35,-2,-22,17,644
1492,-1,6.32455532034,2.0,0.0,0.35,-2,-22,18,644
1495,-1,12.56980509,11.8321595662,0.0,0.35,-2,-22,21,644
1499,-1,2.2360679775,5.47722557505,0.0,0.35,-2,-18,17,644
1500,-1,6.32455532034,14.7648230602,0.0,0.35,-2,-18,18,644
1503,-1,11.2694276696,11.8321595662,0.0,0.35,-2,-18,21,644
1507,-1,2.2360679775,4.69041575982,0.0,0.35,-2,-14,17,644
1509,-1,7.48331477355,33.4664010614,0.0,0.35,-2,-14,19,644
1511,-1,12.7279220614,14.1421356237,0.0,0.35,-2,-14,21,644
1516,-1,6.2449979984,2.0,0.0,0.35,-2,-10,18,644
1517,-1,8.60232526704,34.8711915483,0.0,0.35,-2,-10,19,644
1519,-1,12.2474487139,10.0,0.0,0.35,-2,-10,21,644
1525,-1,8.94427191,34.6410161514,0.0,0.35,-2,-6,19,644
1527,-1,12.6885775404,10.0,0.0,0.35,-2,-6,21,644
1531,-1,2.44948974278,5.29150262213,0.0,0.35,-2,-2,17,644
1533,-1,9.48683298051,35.0998575496,0.0,0.35,-2,-2,19,644
1535,-1,13.5277492585,7.61577310586,0.0,0.35,-2,-2,21,644
1539,-1,1.0,10.8627804912,0.0,0.475,-30,-30,17,644
1540,-1,4.35889894354,2.82842712475,0.0,0.475,-30,-30,18,644
1542,-1,9.11043357914,8.94427191,0.0,0.475,-30,-30,20,644
1543,-1,10.9544511501,34.1467421579,0.0,0.475,-30,-30,21,644
1547,-1,1.0,10.8627804912,0.0,0.475,-30,-26,17,644
1548,-1,4.35889894354,2.0,0.0,0.475,-30,-26,18,644
1549,-1,7.68114574787,3.16227766017,0.0,0.475,-30,-26,19,644
1550,-1,9.16515138991,6.78232998313,0.0,0.475,-30,-26,20,644
1551,-1,11.9163752878,34.1467421579,0.0,0.475,-30,-26,21,644
1555,-1,1.0,10.677078252,0.0,0.475,-30,-22,17,644
1556,-1,4.472135955,2.0,0.0,0.475,-30,-22,18,644
1558,-1,9.16515138991,5.29150262213,0.0,0.475,-30,-22,20,644
1559,-1,11.8321595662,34.0293990543,0.0,0.475,-30,-22,21,644
1564,-1,5.83095189485,1.41421356237,0.0,0.475,-30,-18,18,644
1565,-1,8.30662386292,1.41421356237,0.0,0.475,-30,-18,19,644
1566,-1,8.71779788708,5.29150262213,0.0,0.475,-30,-18,20,644
1567,-1,12.0,34.0,0.0,0.475,-30,-18,21,644
1571,-1,1.0,9.16515138991,0.0,0.475,-30,-14,17,644
1574,-1,8.94427191,9.05538513814,0.0,0.475,-30,-14,20,644
1575,-1,12.2065556157,33.6452076825,0.0,0.475,-30,-14,21,644
1582,-1,9.43398113206,9.2736184955,0.0,0.475,-30,-10,20,644
1590,-1,11.0453610172,6.78232998313,0.0,0.475,-30,-6,20,644
1591,-1,12.3693168769,33.4664010614,0.0,0.475,-30,-6,21,644
1596,-1,6.63324958071,8.83176086633,0.0,0.475,-30,-2,18,644
1598,-1,10.5356537529,6.32455532034,0.0,0.475,-30,-2,20,644
1599,-1,12.1655250606,32.9241552663,0.0,0.475,-30,-2,21,644
1603,-1,1.0,11.0453610172,0.0,0.475,-26,-30,17,644
1604,-1,4.35889894354,2.82842712475,0.0,0.475,-26,-30,18,644
1606,-1,9.11043357914,8.83176086633,0.0,0.475,-26,-30,20,644
1607,-1,11.7473401245,33.8526217596,0.0,0.475,-26,-30,21,644
1612,-1,4.24264068712,2.0,0.0,0.475,-26,-26,18,644
1614,-1,9.16515138991,6.48074069841,0.0,0.475,-26,-26,20,644
1615,-1,11.7473401245,34.0,0.0,0.475,-26,-26,21,644
1620,-1,4.472135955,1.41421356237,0.0,0.475,-26,-22,18,644
1622,-1,8.88819441732,7.07106781187,0.0,0.475,-26,-22,20,644
1623,-1,11.8321595662,33.9705755029,0.0,0.475,-26,-22,21,644
1627,-1,1.0,9.79795897113,0.0,0.475,-26,-18,17,644
1629,-1,8.71779788708,1.41421356237,0.0,0.475,-26,-18,19,644
1630,-1,9.48683298051,8.12403840464,0.0,0.475,-26,-18,20,644
1631,-1,12.0415945788,33.8230690506,0.0,0.475,-26,-18,21,644
1635,-1,1.0,9.2736184955,0.0,0.475,-26,-14,17,644
1638,-1,8.94427191,6.0,0.0,0.475,-26,-14,20,644
1639,-1,12.3288280059,33.6452076825,0.0,0.475,-26,-14,21,644
1643,-1,2.2360679775,8.12403840464,0.0,0.475,-26,-10,17,644
1646,-1,10.0,4.89897948557,0.0,0.475,-26,-10,20,644
1647,-1,12.6885775404,33.4962684489,0.0,0.475,-26,-10,21,644
1654,-1,10.8166538264,6.32455532034,0.0,0.475,-26,-6,20,644
1655,-1,12.2065556157,33.0151480384,0.0,0.475,-26,-6,21,644
1660,-1,6.48074069841,8.83176086633,0.0,0.475,-26,-2,18,644
1662,-1,11.0,6.0,0.0,0.475,-26,-2,20,644
1663,-1,12.2065556157,32.5576411922,0.0,0.475,-26,-2,21,644
1668,-1,4.35889894354,2.82842712475,0.0,0.475,-22,-30,18,644
1670,-1,9.11043357914,8.71779788708,0.0,0.475,-22,-30,20,644
1676,-1,4.472135955,2.0,0.0,0.475,-22,-26,18,644
1678,-1,9.05538513814,15.8745078664,0.0,0.475,-22,-26,20,644
1684,-1,5.09901951359,1.41421356237,0.0,0.475,-22,-22,18,644
1686,-1,9.59166304663,14.9666295471,0.0,0.475,-22,-22,20,644
1687,-1,11.7898261226,33.7342555869,0.0,0.475,-22,-22,21,644
1691,-1,1.0,9.48683298051,0.0,0.475,-22,-18,17,644
1694,-1,9.8488578018,12.1655250606,0.0,0.475,-22,-18,20,644
1695,-1,12.0,33.5559234711,0.0,0.475,-22,-18,21,644
1699,-1,1.0,9.05538513814,0.0,0.475,-22,-14,17,644
1701,-1,7.48331477355,35.721142199,0.0,0.475,-22,-14,19,644
1702,-1,9.11043357914,13.1909059583,0.0,0.475,-22,-14,20,644
1703,-1,11.313708499,31.9374388453,0.0,0.475,-22,-14,21,644
1710,-1,10.4403065089,6.0,0.0,0.475,-22,-10,20,644
1711,-1,11.9582607431,32.9545141066,0.0,0.475,-22,-10,21,644
1718,-1,10.7703296143,6.48074069841,0.0,0.475,-22,-6,20,644
1719,-1,12.124355653,31.7175030543,0.0,0.475,-22,-6,21,644
1724,-1,6.48074069841,10.3923048454,0.0,0.475,-22,-2,18,644
1726,-1,10.295630141,12.1655250606,0.0,0.475,-22,-2,20,644
1727,-1,12.6095202129,28.0,0.0,0.475,-22,-2,21,644
1731,-1,1.0,10.677078252,0.0,0.475,-18,-30,17,644
1732,-1,4.89897948557,2.82842712475,0.0,0.475,-18,-30,18,644
1734,-1,9.11043357914,8.48528137424,0.0,0.475,-18,-30,20,644
1735,-1,11.7473401245,33.7342555869,0.0,0.475,-18,-30,21,644
1739,-1,1.0,8.36660026534,0.0,0.475,-18,-26,17,644
1740,-1,5.09901951359,2.0,0.0,0.475,-18,-26,18,644
1742,-1,8.88819441732,7.07106781187,0.0,0.475,-18,-26,20,644
1743,-1,10.5830052443,31.5594676761,0.0,0.475,-18,-26,21,644
